"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Date (Local)","Year","Day In Year (Local)","Units of Measure","Exceptional Data Type","Nonreg Observation Count","Observation Count","Observation Percent","Nonreg Arithmetic Mean","Arithmetic Mean","Nonreg First Maximum Value","First Maximum Value","First Maximum Hour","AQI","Daily Criteria Indicator","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"06","037","1103","68112","5","34.06659","-118.22688","WGS84","Sample Flow Rate CV - Nylon Filter","24 HOUR","","2023-03-19","2023","078","Percent","None","","1","100.0000","","0.8","","0.8","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68115","5","34.06659","-118.22688","WGS84","Sample Volume - Nylon Filter","24 HOUR","","2023-03-19","2023","078","Cubic meter","None","","1","100.0000","","9.7","","9.7","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68116","5","34.06659","-118.22688","WGS84","Sample Volume - Quartz Filter","24 HOUR","","2023-03-19","2023","078","Cubic meter","None","","1","100.0000","","31.6","","31.6","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88348","5","34.06659","-118.22688","WGS84","Soil PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.85402","","0.85402","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88401","5","34.06659","-118.22688","WGS84","Reconstructed Mass PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","8.44788","","8.44788","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88329","5","34.06659","-118.22688","WGS84","EC1 PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","1.032","","1.032","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88330","5","34.06659","-118.22688","WGS84","EC2 PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.177","","0.177","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88502","11","34.06659","-118.22688","WGS84","Acceptable PM2.5 AQI & Speciation Mass","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","10.1","","10.1","0","42","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88502","12","34.06659","-118.22688","WGS84","Acceptable PM2.5 AQI & Speciation Mass","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","10.2","","10.2","0","43","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88385","5","34.06659","-118.22688","WGS84","EC3 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.01753","","0.01753","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","17148","6","34.06659","-118.22688","WGS84","Acenaphthylene (TSP) STP","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (25 C)","None","","1","100.0000","","0.13","","0.13","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88355","5","34.06659","-118.22688","WGS84","OC CSN_Rev Unadjusted PM2.5 LC TOT","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","2.722","","2.722","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88118","12","34.06659","-118.22688","WGS84","Cesium PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.002","","0.002","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88375","5","34.06659","-118.22688","WGS84","OC2 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.713","","0.713","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","17141","6","34.06659","-118.22688","WGS84","Naphthalene (TSP) STP","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (25 C)","None","","1","100.0000","","54.8","","54.8","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88357","5","34.06659","-118.22688","WGS84","EC CSN_Rev Unadjusted PM2.5 LC TOT","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.631","","0.631","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88370","5","34.06659","-118.22688","WGS84","OC CSN_Rev Unadjusted PM2.5 LC TOR","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","2.437","","2.437","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88378","5","34.06659","-118.22688","WGS84","OP CSN_Rev Unadjusted PM2.5 LC TOR","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.324","","0.324","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88376","5","34.06659","-118.22688","WGS84","OC3 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.925","","0.925","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88325","5","34.06659","-118.22688","WGS84","OC2 PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.684","","0.684","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88328","5","34.06659","-118.22688","WGS84","OP PM2.5 LC TOR","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.308","","0.308","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88331","5","34.06659","-118.22688","WGS84","EC3 PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.017","","0.017","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88327","5","34.06659","-118.22688","WGS84","OC4 PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.296","","0.296","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88379","5","34.06659","-118.22688","WGS84","OP PM2.5 LC TOT","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.593","","0.593","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88140","12","34.06659","-118.22688","WGS84","Magnesium PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.044","","0.044","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42601","9","34.06659","-118.22688","WGS84","Nitric oxide (NO)","1 HOUR","","2023-03-19","2023","078","Parts per billion","None","","23","96.0000","","2.008696","","11.6","3",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","10","34.06659","-118.22688","WGS84","Sulfur dioxide","5 MINUTE","","2023-03-19","2023","078","Parts per billion","None","","258","90.0000","","0.241085","","1.7","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42612","9","34.06659","-118.22688","WGS84","NOy - NO","1 HOUR","","2023-03-19","2023","078","Parts per billion","None","","23","96.0000","","13.591304","","29.7","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42600","9","34.06659","-118.22688","WGS84","Reactive oxides of nitrogen (NOy)","1 HOUR","","2023-03-19","2023","078","Parts per billion","None","","23","96.0000","","15.630435","","38","3",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88381","5","34.06659","-118.22688","WGS84","EC PM2.5 LC TOT","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.631","","0.631","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88382","5","34.06659","-118.22688","WGS84","OC PM2.5 LC TOT","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","2.58002","","2.58002","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88383","12","34.06659","-118.22688","WGS84","EC1 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.15","","0.15","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88385","11","34.06659","-118.22688","WGS84","EC3 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0","","0","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88384","12","34.06659","-118.22688","WGS84","EC2 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.32","","0.32","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88385","12","34.06659","-118.22688","WGS84","EC3 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0","","0","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88370","12","34.06659","-118.22688","WGS84","OC CSN_Rev Unadjusted PM2.5 LC TOR","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","2.6","","2.6","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88374","12","34.06659","-118.22688","WGS84","OC1 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0","","0","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88375","12","34.06659","-118.22688","WGS84","OC2 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.71","","0.71","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88376","12","34.06659","-118.22688","WGS84","OC3 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","1.4","","1.4","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88377","12","34.06659","-118.22688","WGS84","OC4 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.41","","0.41","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","3","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","2023-03-19","2023","078","Parts per billion","None","","24","100.0000","","13.7","","30.2","4","28","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","3","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour 2010","2023-03-19","2023","078","Parts per billion","None","","24","100.0000","","13.7","","30.2","4","28","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","12115","4","34.06659","-118.22688","WGS84","Chromium VI (TSP) STP","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (25 C)","None","","1","100.0000","","0","","0","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88203","11","34.06659","-118.22688","WGS84","Chloride PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.06","","0.06","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88203","12","34.06659","-118.22688","WGS84","Chloride PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.08","","0.08","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63102","5","34.06659","-118.22688","WGS84","Light Absorption Coeffiecient","24 HOUR","","2023-03-19","2023","078","Inverse 100 Megameters","None","","1","100.0000","","0.091323","","0.0913231","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88303","11","34.06659","-118.22688","WGS84","Potassium Ion PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0","","0","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88303","12","34.06659","-118.22688","WGS84","Potassium Ion PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0","","0","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
