"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Date (Local)","Year","Day In Year (Local)","Units of Measure","Exceptional Data Type","Nonreg Observation Count","Observation Count","Observation Percent","Nonreg Arithmetic Mean","Arithmetic Mean","Nonreg First Maximum Value","First Maximum Value","First Maximum Hour","AQI","Daily Criteria Indicator","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"06","037","1103","62101","1","34.06659","-118.22688","WGS84","Outdoor Temperature","1 HOUR","","2023-03-18","2023","077","Degrees Fahrenheit","None","","24","100.0000","","62.583333","","75","13",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61101","1","34.06659","-118.22688","WGS84","Wind Speed - Scalar","1 HOUR","","2023-03-18","2023","077","Knots","None","","24","100.0000","","4.108333","","8.2","14",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61103","1","34.06659","-118.22688","WGS84","Wind Speed - Resultant","1 HOUR","","2023-03-18","2023","077","Knots","None","","24","100.0000","","3.779167","","8","14",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61102","1","34.06659","-118.22688","WGS84","Wind Direction - Scalar","1 HOUR","","2023-03-18","2023","077","Degrees Compass","None","","24","100.0000","","148.916667","","360","23",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68106","1","34.06659","-118.22688","WGS84","Sample Min Baro Pressure","24 HOUR","","2023-03-18","2023","077","Millimeters (mercury)","None","","1","100.0000","","752","","752","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61104","1","34.06659","-118.22688","WGS84","Wind Direction - Resultant","1 HOUR","","2023-03-18","2023","077","Degrees Compass","None","","24","100.0000","","133.958333","","359","21",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68107","1","34.06659","-118.22688","WGS84","Sample Max Baro Pressure","24 HOUR","","2023-03-18","2023","077","Millimeters (mercury)","None","","1","100.0000","","755","","755","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63302","1","34.06659","-118.22688","WGS84","Ultraviolet radiation","1 HOUR","","2023-03-18","2023","077","Langleys/minute","None","","24","100.0000","","0.017083","","0.07","11",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63301","1","34.06659","-118.22688","WGS84","Solar radiation","1 HOUR","","2023-03-18","2023","077","Langleys/minute","None","","24","100.0000","","0.330833","","1.27","11",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68101","1","34.06659","-118.22688","WGS84","Sample Flow Rate- CV","24 HOUR","","2023-03-18","2023","077","Percent","None","","1","100.0000","","0.1","","0.1","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68108","1","34.06659","-118.22688","WGS84","Average Ambient Pressure","24 HOUR","","2023-03-18","2023","077","Millimeters (mercury)","None","","1","100.0000","","753","","753","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68102","1","34.06659","-118.22688","WGS84","Sample Volume","24 HOUR","","2023-03-18","2023","077","Cubic meter","None","","1","100.0000","","24","","24","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","1","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2023-03-18","2023","077","Micrograms/cubic meter (LC)","None","","1","100.0000","","8.2","","8.2","0","34","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","1","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 Annual 2012","2023-03-18","2023","077","Micrograms/cubic meter (LC)","None","","1","100.0000","","8.2","","8.2","0","34","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","1","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","2023-03-18","2023","077","Parts per billion","None","","24","100.0000","","17.754167","","38.7","22","36","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","1","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour 2010","2023-03-18","2023","077","Parts per billion","None","","24","100.0000","","17.754167","","38.7","22","36","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","44201","1","34.06659","-118.22688","WGS84","Ozone","1 HOUR","Ozone 1-hour 1979","2023-03-18","2023","077","Parts per million","None","","24","100.0000","","0.027125","","0.058","13",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","44201","1","34.06659","-118.22688","WGS84","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","2023-03-18","2023","077","Parts per million","None","","17","100.0000","","0.031294","","0.052","9","48","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","64101","1","34.06659","-118.22688","WGS84","Barometric pressure","1 HOUR","","2023-03-18","2023","077","Millibars","None","","24","100.0000","","1005.791667","","1007","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","81102","3","34.06659","-118.22688","WGS84","PM10 Total 0-10um STP","1 HOUR","","2023-03-18","2023","077","Micrograms/cubic meter (25 C)","None","","24","100.0000","","19.625","","33","22",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","81102","3","34.06659","-118.22688","WGS84","PM10 Total 0-10um STP","24-HR BLK AVG","PM10 24-hour 2006","2023-03-18","2023","077","Micrograms/cubic meter (25 C)","None","","1","100.0000","","19","","19","23","18","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","1","34.06659","-118.22688","WGS84","Carbon monoxide","1 HOUR","CO 1-hour 1971","2023-03-18","2023","077","Parts per million","None","","24","100.0000","","0.483333","","0.9","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","1","34.06659","-118.22688","WGS84","Carbon monoxide","8-HR RUN AVG END HOUR","CO 8-hour 1971","2023-03-18","2023","077","Parts per million","None","","24","100.0000","","0.4875","","0.8","3","9","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 Annual 2012","2023-03-18","2023","077","Micrograms/cubic meter (LC)","None","","1","100.0000","","11.7","","11.7","0","49","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","9","34.06659","-118.22688","WGS84","Sulfur dioxide","1 HOUR","SO2 1-hour 2010","2023-03-18","2023","077","Parts per billion","None","","24","100.0000","","0.2375","","0.5","6","0","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","9","34.06659","-118.22688","WGS84","Sulfur dioxide","3-HR BLK AVG","SO2 3-hour 1971","2023-03-18","2023","077","Parts per billion","None","","8","100.0000","","0.2","","0.4","8",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","1 HOUR","","2023-03-18","2023","077","Micrograms/cubic meter (LC)","None","","24","100.0000","","11.716667","","21.7","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 24-hour 2012","2023-03-18","2023","077","Micrograms/cubic meter (LC)","None","","1","100.0000","","11.7","","11.7","0","49","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42601","9","34.06659","-118.22688","WGS84","Nitric oxide (NO)","1 HOUR","","2023-03-18","2023","077","Parts per billion","None","","24","100.0000","","8.145833","","23.9","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","10","34.06659","-118.22688","WGS84","Sulfur dioxide","5 MINUTE","","2023-03-18","2023","077","Parts per billion","None","","258","90.0000","","0.226744","","0.8","7",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42612","9","34.06659","-118.22688","WGS84","NOy - NO","1 HOUR","","2023-03-18","2023","077","Parts per billion","None","","24","100.0000","","16.425","","36.1","22",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42600","9","34.06659","-118.22688","WGS84","Reactive oxides of nitrogen (NOy)","1 HOUR","","2023-03-18","2023","077","Parts per billion","None","","24","100.0000","","24.620833","","48.8","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","3","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","2023-03-18","2023","077","Parts per billion","None","","24","100.0000","","16.966667","","36.9","22","34","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","3","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour 2010","2023-03-18","2023","077","Parts per billion","None","","24","100.0000","","16.966667","","36.9","22","34","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","9","34.06659","-118.22688","WGS84","Carbon monoxide","1 HOUR","CO 1-hour 1971","2023-03-18","2023","077","Parts per million","None","","24","100.0000","","0.463917","","0.904","1",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68109","1","34.06659","-118.22688","WGS84","Elapsed Sample Time","24 HOUR","","2023-03-18","2023","077","Minutes","None","","1","100.0000","","1439","","1439","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","14129","3","34.06659","-118.22688","WGS84","Lead (TSP) LC","24 HOUR","Lead 3-Month 2009","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.004","","0.004","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","85103","3","34.06659","-118.22688","WGS84","Arsenic PM10 LC","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (LC)","None","","1","100.0000","","0.39","","0.39","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","85132","3","34.06659","-118.22688","WGS84","Manganese PM10 LC","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (LC)","None","","1","100.0000","","6.26","","6.26","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","85136","3","34.06659","-118.22688","WGS84","Nickel PM10 LC","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (LC)","None","","1","100.0000","","1.35","","1.35","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","85105","3","34.06659","-118.22688","WGS84","Beryllium PM10 LC","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (LC)","None","","1","100.0000","","0.01","","0.01","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","85110","3","34.06659","-118.22688","WGS84","Cadmium PM10 LC","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (LC)","None","","1","100.0000","","0.06","","0.06","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","85128","3","34.06659","-118.22688","WGS84","Lead PM10 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.00329","","0.00329","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","9","34.06659","-118.22688","WGS84","Carbon monoxide","1 HOUR","CO 1-hour 1971","2023-03-19","2023","078","Parts per million","None","","24","100.0000","","0.335667","","0.807","1",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","9","34.06659","-118.22688","WGS84","Carbon monoxide","8-HR RUN AVG END HOUR","CO 8-hour 1971","2023-03-19","2023","078","Parts per million","None","","24","100.0000","","0.404167","","0.7","2","8","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","82203","2","34.06659","-118.22688","WGS84","Chloride PM10 STP","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (25 C)","None","","1","100.0000","","0.01","","0.01","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","12115","5","34.06659","-118.22688","WGS84","Chromium VI (TSP) STP","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (25 C)","None","","1","100.0000","","0","","0","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","82306","2","34.06659","-118.22688","WGS84","Nitrate PM10 STP","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (25 C)","None","","1","100.0000","","1.21","","1.21","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88320","5","34.06659","-118.22688","WGS84","OC PM2.5 LC TOR","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","2.295","","2.295","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","82403","2","34.06659","-118.22688","WGS84","Sulfate PM10 STP","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (25 C)","None","","1","100.0000","","1.1","","1.1","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","14129","2","34.06659","-118.22688","WGS84","Lead (TSP) LC","24 HOUR","Lead 3-Month 2009","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.004","","0.004","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","85101","2","34.06659","-118.22688","WGS84","PM10 - LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","17","","17","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68113","5","34.06659","-118.22688","WGS84","Sample Flow Rate CV - Quartz Filter","24 HOUR","","2023-03-19","2023","078","Percent","None","","1","100.0000","","0.2","","0.2","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88370","11","34.06659","-118.22688","WGS84","OC CSN_Rev Unadjusted PM2.5 LC TOR","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","3.1","","3.1","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88374","11","34.06659","-118.22688","WGS84","OC1 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.006","","0.006","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88375","11","34.06659","-118.22688","WGS84","OC2 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.81","","0.81","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88376","11","34.06659","-118.22688","WGS84","OC3 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","1.6","","1.6","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88377","11","34.06659","-118.22688","WGS84","OC4 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.55","","0.55","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88380","11","34.06659","-118.22688","WGS84","EC CSN_Rev Unadjusted PM2.5 LC TOR","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.49","","0.49","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88383","11","34.06659","-118.22688","WGS84","EC1 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.25","","0.25","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88384","11","34.06659","-118.22688","WGS84","EC2 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.36","","0.36","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88380","12","34.06659","-118.22688","WGS84","EC CSN_Rev Unadjusted PM2.5 LC TOR","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.36","","0.36","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","17204","6","34.06659","-118.22688","WGS84","Pyrene (TSP) STP","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (25 C)","None","","1","100.0000","","0.583","","0.583","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","17208","6","34.06659","-118.22688","WGS84","Chrysene (TSP) STP","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (25 C)","None","","1","100.0000","","0.0693","","0.0693","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","17211","6","34.06659","-118.22688","WGS84","Coronene (TSP) STP","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (25 C)","None","","1","100.0000","","0.059","","0.059","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","17212","6","34.06659","-118.22688","WGS84","Perylene (TSP) STP","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (25 C)","None","","1","100.0000","","0.0068","","0.0068","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","17215","6","34.06659","-118.22688","WGS84","Benzo[a]anthracene (TSP) STP","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (25 C)","None","","1","100.0000","","0.029","","0.029","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","17220","6","34.06659","-118.22688","WGS84","Benzo[b]fluoranthene (TSP) STP","24 HOUR","","2023-03-19","2023","078","Nanograms/cubic meter (25 C)","None","","1","100.0000","","0.066","","0.066","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68117","5","34.06659","-118.22688","WGS84","Average Ambient Temperature for URG3000N","24 HOUR","","2023-03-19","2023","078","Degrees Centigrade","None","","1","100.0000","","14.3","","14.3","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68111","5","34.06659","-118.22688","WGS84","Sample Flow Rate CV - Teflon Filter","24 HOUR","","2023-03-19","2023","078","Percent","None","","1","100.0000","","0.8","","0.8","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68118","5","34.06659","-118.22688","WGS84","Average Ambient Pressure for URG3000N","24 HOUR","","2023-03-19","2023","078","Millimeters (mercury)","None","","1","100.0000","","754","","754","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88374","5","34.06659","-118.22688","WGS84","OC1 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-03-19","2023","078","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.157","","0.157","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68114","5","34.06659","-118.22688","WGS84","Sample Volume - Teflon Filter","24 HOUR","","2023-03-19","2023","078","Cubic meter","None","","1","100.0000","","9.7","","9.7","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
